,equity
2014-08-20,268313.39888880914
2014-08-21,267707.0780455894
2014-08-22,268010.99856637185
2014-08-25,269530.6137077636
2014-08-26,270245.0633446998
2014-08-27,269321.07318947976
2014-08-28,268517.0605666465
2014-08-29,270353.26951430505
2014-09-02,271454.10050898115
2014-09-03,271154.2949326567
2014-09-04,270112.4703624777
2014-09-05,271834.10608368437
2014-09-08,271864.0011389784
2014-09-09,269696.74390965025
2014-09-10,271320.9296262793
2014-09-11,271902.5403845839
2014-09-12,269577.0521114401
2014-09-15,267033.47695284407
2014-09-16,269984.60004692595
2014-09-17,269963.5696356825
2014-09-18,272561.0477126173
2014-09-19,271449.2888196043
2014-09-22,267589.43111067335
2014-09-23,266633.8732474379
2014-09-24,269508.24928122084
2014-09-25,264750.4219205908
2014-09-26,267676.07785683195
2014-09-29,267378.7159584097
2014-09-30,265947.8595669798
2014-10-01,259328.50391671513
2014-10-02,259143.934585546
2014-10-03,263394.68536231376
2014-10-06,261253.70920035694
2014-10-07,256408.54510161732
2014-10-08,260855.31076142643
2014-10-09,253689.59348103855
2014-10-10,245702.91228291843
2014-10-13,237814.51584908817
2014-10-14,239878.6922287688
2014-10-15,240004.44683215473
2014-10-16,242996.22347447727
2014-10-17,246230.54835793827
2014-10-20,250604.62997290943
2014-10-21,258417.81929156635
2014-10-22,254756.26740500782
2014-10-23,258406.43919942234
2014-10-24,260629.41366669987
2014-10-27,260245.65125319813
2014-10-28,264981.6454715476
2014-10-29,264121.04884860374
2014-10-30,263954.1962618575
2014-10-31,269089.2289848075
2014-11-03,269502.05263703974
2014-11-04,268526.1127833715
2014-11-05,267354.3261589399
2014-11-06,270056.0036219946
2014-11-07,270444.60165923747
2014-11-10,271782.1087445608
2014-11-11,271794.439366757
2014-11-12,271745.71040671977
2014-11-13,272184.20728152903
2014-11-14,273029.55154699
2014-11-17,272779.30279630335
2014-11-18,275417.3701795927
2014-11-19,273582.5576257101
2014-11-20,274781.40524047526
2014-11-21,275647.0455054632
2014-11-24,278006.51017802866
2014-11-25,278508.45839828165
2014-11-26,280293.6200756422
2014-11-28,279756.25660508784
2014-12-01,274861.7687554519
2014-12-02,277918.69439651177
2014-12-03,280249.59272338555
2014-12-04,280767.5796966712
2014-12-05,281876.053949372
2014-12-08,278698.8877129714
2014-12-09,279688.5214686553
2014-12-10,275296.4843654792
2014-12-11,277303.7524852912
2014-12-12,274384.4871754806
2014-12-15,272558.65877820656
2014-12-16,270100.9980707328
2014-12-17,276781.563917176
2014-12-18,283170.86900331185
2014-12-19,283863.8831391494
2014-12-22,284445.8801064651
2014-12-23,283675.0233678977
2014-12-24,284924.81576730416
2014-12-26,286507.0851464431
2014-12-29,286461.4500508468
2014-12-30,284232.6666736762
2014-12-31,281602.5399050872
2015-01-02,281742.5377225275
